forks,watchers,contributors,commits,branches,open_issues,closed_issues,open_prs,closed_prs,size,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,stargazers
518,124,158,2181,8,238,402,46,205,10570,C,True,False,True,True,True,8685
98,26,29,184,2,18,172,2,108,266,PHP,True,False,True,False,False,8683
480,60,34,527,3,35,270,12,134,3117,MDX,True,False,True,False,False,8683
1166,266,77,1672,36,87,1377,15,964,8686,Kotlin,True,False,True,False,True,8682
2030,165,4,50,2,6,23,1,4,159805,,True,True,True,True,False,8682
1697,220,111,628,19,125,351,38,256,52470,JavaScript,True,True,True,True,True,8680
1615,128,4,599,4,6,231,3,173,10737,Java,True,True,True,True,False,8679
1830,444,50,203,2,6,90,2,82,242,,True,True,True,True,True,8676
828,2157,113,897,40,344,1140,34,628,93654,JavaScript,True,True,True,True,True,8675
1137,106,214,1949,78,638,2500,44,1633,107982,Python,True,False,True,False,True,8675
1797,221,2,25,1,66,3,0,3,1324,Objective-C,False,False,True,False,False,8675
1105,238,56,1096,1,0,482,0,81,10291,C++,True,False,True,True,True,8673
3443,544,351,46979,7,57,17544,5,11040,109282,PHP,True,True,True,True,False,8672
850,329,32,338,5,119,176,16,85,1403,CSS,True,True,True,True,True,8671
4593,485,2,45,1,0,112,0,48,75,JavaScript,True,True,True,False,False,8670
301,59,59,238,6,145,271,34,135,8698,JavaScript,True,False,True,True,False,8670
975,161,218,2396,7,267,1685,41,643,13092,JavaScript,True,True,True,True,True,8670
782,217,37,2198,14,49,597,4,381,26794,Swift,True,True,True,True,False,8669
1221,95,5,298,1,70,125,1,41,31932,C#,True,True,True,True,False,8669
566,42,150,370,32,163,506,22,304,4517,TypeScript,True,True,True,True,True,8668
1169,133,117,1071,10,24,688,3,252,15552,JavaScript,True,False,True,False,True,8665
345,122,32,1089,1,61,404,5,121,2814,Go,True,True,True,True,False,8664
839,57,54,1708,10,44,1575,8,548,25548,TypeScript,True,False,True,True,False,8664
1730,373,2,144,1,13,27,8,6,512,Java,True,True,True,True,False,8664
1147,101,390,2395,28,170,1316,86,933,15528,TypeScript,True,False,True,False,False,8664
965,262,8,164,3,74,136,8,46,1616,JavaScript,True,False,True,True,False,8663
3062,494,305,11597,9,590,8523,173,5919,190087,C++,True,False,True,True,False,8662
1007,92,107,640,10,208,1412,36,678,1268,JavaScript,True,False,True,False,False,8662
606,105,1,10,1,1,1,0,1,63879,,False,True,True,True,True,8661
741,72,170,3953,2,261,2444,46,892,8074,Rust,True,False,True,False,False,8659
1228,237,92,572,3,3,264,2,223,1338,HTML,True,True,True,True,True,8659
939,307,113,725,3,28,312,11,259,3915,HTML,True,True,True,True,True,8659
2447,460,9,32,1,15,14,11,14,74,,True,True,True,True,False,8658
1917,330,218,36467,59,1,3357,1,3357,943673,Java,False,False,True,False,False,8651
1156,280,167,66328,35,271,4043,5,1164,596411,Java,True,True,True,True,False,8650
1191,49,18,496,1,148,538,5,74,17381,C#,True,True,True,True,False,8649
922,252,53,3504,4,38,2253,5,1972,20458,C++,True,False,True,True,False,8645
831,78,229,3401,335,163,4323,0,4323,298706,TypeScript,False,False,True,False,False,8643
517,63,26,991,164,27,1231,1,1132,79638,Rust,True,False,True,False,False,8639
2086,191,1,82,1,20,0,1,0,1397,,False,True,True,True,False,8638
553,275,44,986,4,397,485,19,82,2920,Shell,True,True,True,True,False,8637
520,92,86,2604,14,295,971,11,77,351042,C++,True,True,True,True,False,8634
1629,157,10,449,7,31,127,1,68,52147,JavaScript,True,True,True,True,False,8631
772,266,7,40,1,0,11,0,11,441,,False,True,True,True,False,8631
275,72,13,2169,60,79,1430,27,448,35623,Go,True,True,True,True,False,8630
2140,202,45,430,3,66,407,1,133,1479,,True,True,True,True,False,8621
580,347,21,736,55,91,102,9,34,894,C,True,True,True,True,False,8620
914,348,10,126,3,0,32,0,14,151,,True,True,True,True,False,8620
553,200,9,278,8,164,373,1,39,571,C,True,False,True,True,False,8619
918,92,107,555,5,29,418,11,211,3200,TypeScript,True,True,True,True,False,8616
202,68,54,8835,29,107,1283,0,756,210135,Go,True,True,True,True,True,8614
1203,180,20,146,1,23,51,17,51,32616,JavaScript,False,False,False,False,True,8613
308,53,53,523,4,100,319,9,130,1151,JavaScript,True,False,True,False,True,8609
768,102,246,6063,3,574,5468,52,2821,25202,PHP,True,True,True,False,True,8607
1304,279,17,425,8,73,244,6,74,13018,Go,True,True,True,False,False,8603
621,111,134,1128,7,182,1218,4,327,6648,Vim Script,True,True,True,True,False,8603
371,78,93,2074,9,502,3684,38,2801,10946,Go,True,True,True,False,True,8603
1805,145,1,403,10,51,64,8,10,159159,Dart,True,True,True,True,False,8602
2145,424,17,211,1,1,48,0,34,282,,True,True,True,True,False,8600
814,145,7,57,2,47,62,15,19,26393,JavaScript,True,True,True,True,True,8600
822,172,1,316,4,96,38,23,11,882,C,True,True,True,True,False,8595
5037,268,5,173,1,4,19,2,6,1132,Python,True,False,True,False,False,8594
1591,158,1,125,1,3,30,1,6,1141817,,True,True,True,True,False,8594
355,47,78,634,21,273,650,33,224,4266,Rust,True,True,True,False,True,8593
1094,211,33,309,5,94,395,12,87,1523,Java,True,True,True,True,False,8592
1836,325,16,962,18,60,302,2,62,57199,JavaScript,True,True,True,True,True,8590
1302,182,10,78,2,62,36,4,15,10241,Java,True,True,True,True,True,8590
294,39,395,4528,32,0,88,0,88,6800,PHP,False,False,False,False,False,8588
619,228,22,31,1,14,35,9,35,57,JavaScript,False,True,True,True,False,8587
183,26,54,1002,15,209,410,12,135,54389,TypeScript,True,True,True,True,False,8585
504,244,1,47,4,51,967,0,18,1549,,True,True,True,True,False,8582
756,173,93,1802,21,32,905,7,559,4656,C,True,False,True,True,True,8582
812,189,11,56,1,7,15,3,14,1797,,True,True,True,True,False,8581
665,135,239,1402,14,106,1055,20,656,2351,Python,True,True,True,True,False,8581
2085,86,24,258,3,9,89,7,89,19408,PHP,False,True,True,True,False,8581
4084,437,16,237,4,0,398,0,116,454,JavaScript,True,False,True,False,False,8580
1370,300,2,9,2,10,7,3,4,1408,HTML,True,True,True,True,True,8579
363,115,9,56,24,55,64,21,49,53019,TypeScript,True,False,True,False,True,8577
1575,83,3,85,1,86,94,1,11,74731,Python,True,True,True,True,False,8577
167,72,31,409,14,43,214,6,96,377,JavaScript,True,False,True,False,False,8574
639,294,31,200,2,52,64,30,57,300,,True,True,True,True,True,8569
1159,312,286,22696,10,227,2455,23,1177,2024585,Java,True,True,True,False,True,8564
494,242,120,446,2,27,197,17,183,358,,True,True,True,True,False,8564
2353,161,62,455,6,297,471,32,191,385,Shell,True,True,True,True,False,8564
949,415,232,2599,2,94,566,37,421,6403,,True,False,True,False,False,8563
182,51,20,272,6,79,104,23,32,380,Python,True,True,True,True,False,8562
160,31,1,16,1,0,3,0,3,4326,HTML,True,True,True,True,True,8559
296,33,54,876,2,206,627,3,243,5028,TypeScript,True,True,True,True,False,8559
3859,356,11,656,8,57,183,14,98,10069,Java,True,True,True,True,False,8553
1785,222,311,460,3,74,902,40,701,715,Ruby,True,False,True,False,False,8553
254,99,43,986,2,16,470,1,89,5465,Java,True,True,True,True,False,8553
2058,245,273,5427,10,1,5117,0,3263,500194,Go,True,True,True,False,False,8553
969,617,21,2376,10,199,469,4,69,111228,Java,True,True,True,True,True,8551
335,44,36,450,1,0,424,0,319,40483,HTML,True,False,True,False,False,8550
1378,94,203,1668,8,17,1692,6,972,15347,Kotlin,True,False,True,False,True,8547
517,62,23,12103,209,966,4708,26,726,224206,TypeScript,True,True,True,True,True,8547
3557,442,274,29908,17,471,2860,469,2860,430352,Java,False,True,True,False,False,8545
2038,572,13,511,3,36,291,12,43,52949,Java,True,True,True,True,False,8545
1064,250,180,5740,9,70,82,1,8,194276,C,True,True,True,True,False,8545
1028,249,287,22631,84,6017,16515,140,4036,753755,C,True,True,True,True,False,8544
1041,332,10,26,1,22,16,8,13,34,,True,True,True,True,False,8544
1728,131,118,5223,18,353,2922,4,988,267077,Jupyter Notebook,True,True,True,True,False,8543
736,120,83,1773,65,54,1476,9,581,10024,Rust,True,True,True,True,False,8543
2862,222,218,1585,8,35,1947,4,887,61110,Go,True,True,True,False,True,8540
2186,352,2,54,1,0,349,0,322,55464,Jupyter Notebook,True,True,True,False,True,8539
1154,143,2,24,1,39,31,24,21,248,Jupyter Notebook,True,True,True,True,False,8538
1437,65,209,2052,21,114,2341,2,929,3908,Shell,True,True,True,True,True,8537
1761,196,65,7924,2,1,4885,0,3530,393338,Python,True,True,True,True,False,8536
770,178,52,1931,98,35,669,1,340,538086,Swift,True,False,True,False,False,8536
2066,205,8,59,2,3,28,0,15,1055,Go,True,True,True,True,False,8535
235,38,77,604,1,4,624,1,398,3649,TypeScript,True,True,True,True,False,8535
1935,94,6,196,2,81,140,16,25,166,Python,True,True,True,True,False,8533
632,103,9,386,3,96,76,1,16,2556,JavaScript,True,True,True,True,False,8533
239,32,107,809,1,104,520,11,343,853,PHP,True,True,True,True,False,8530
492,123,122,1197,23,586,1102,45,337,8592,JavaScript,True,True,True,False,False,8528
780,119,6,212,6,126,313,11,26,5966,C++,True,True,True,True,False,8527
3135,461,9,227,208,4429,689,33,64,3802589,,True,True,True,True,False,8527
737,116,166,9734,42,168,2362,6,807,53425,TypeScript,True,False,True,True,False,8523
371,61,38,1418,24,121,831,9,113,8195,JavaScript,True,True,True,True,True,8520
501,119,27,1665,8,60,917,0,135,35333,C#,True,False,True,False,False,8520
269,54,2,11,1,69,21,50,13,42,,True,True,True,False,False,8520
669,80,24,100,1,58,402,15,155,182,Python,True,True,True,True,False,8519
1078,122,156,1695,11,60,1062,17,440,1543,Ruby,True,False,True,True,False,8519
900,268,21,4633,6,16,274,11,274,26283,C++,False,False,True,False,False,8519
2157,327,23,346,2,27,833,4,134,2716,Objective-C,True,True,True,True,False,8516
2380,71,21,159,1,92,385,7,42,48537,Python,True,False,True,False,False,8515
2095,200,31,156,3,140,247,27,77,260,Python,True,True,True,True,False,8512
2158,243,248,81331,154,53,15624,53,15624,1351227,Ruby,False,True,True,False,False,8509
1511,150,44,2460,17,93,1289,8,431,44417,TypeScript,True,False,True,False,True,8509
1106,81,129,2951,8,99,2110,0,463,23258,Python,True,True,True,True,False,8509
541,199,46,1725,44,260,990,14,353,16343,C,True,False,True,True,False,8509
1204,247,4,65,1,106,71,4,6,172394,Python,True,True,True,True,False,8508
3238,581,148,2513,5,125,1610,18,887,24340,Java,True,True,True,True,True,8506
514,113,16,442,8,199,1257,1,348,139918,C#,True,True,True,True,False,8505
338,79,65,4760,313,125,1820,39,1386,38773,Go,True,True,True,True,False,8505
2315,271,126,2990,10,784,2271,74,556,14859,C,True,True,True,False,False,8505
1356,300,95,5220,15,831,1737,3,461,263377,C#,True,True,True,True,False,8504
1085,214,153,1541,14,301,1072,49,774,41644,Go,True,False,True,True,False,8502
1239,417,72,2079,10,161,4725,23,474,25436,Shell,True,False,True,True,False,8502
293,61,16,236,4,13,119,3,85,280,Go,True,False,True,False,False,8501
443,90,224,2680,23,24,2393,4,1475,23685,TypeScript,True,False,True,False,False,8501
1607,362,4,269,2,17,47,2,11,60056,,True,True,True,True,False,8500
2467,637,13,949,2,9,48,0,32,19975,Shell,True,True,True,True,False,8499
234,337,23,1468,5,22,158,6,110,3718,Rust,True,True,True,True,False,8498
8903,103,394,29652,12,243,26120,48,18445,269868,Smarty,True,True,True,False,False,8496
499,30,62,28129,19,113,1389,5,1029,493852,Dart,True,False,True,False,False,8495
755,183,60,1745,17,54,1484,6,1335,9680,JavaScript,True,True,True,False,True,8494
5036,447,330,2235,22,67,1650,45,1223,3430,TypeScript,True,True,True,False,False,8494
1321,199,178,2546,29,184,3200,41,982,25522,C++,True,True,True,False,False,8492
988,128,21,734,8,239,117,13,66,664570,Vue,True,False,True,True,True,8490
2387,253,413,5418,22,511,3797,70,2100,36352,Go,True,True,True,True,True,8484
955,298,116,1408,31,11,1527,11,1527,380006,TypeScript,False,False,True,False,False,8484
1281,237,228,14726,2,52,3268,1,1177,148863,C++,True,False,True,True,False,8483
1357,213,207,3223,12,388,1877,19,685,12888,JavaScript,True,True,False,True,False,8479
1249,75,317,2454,208,287,5095,67,2910,240633,TypeScript,True,True,True,True,True,8477
562,155,185,4412,19,293,4235,25,2146,13781,Haskell,True,True,True,True,False,8476
1523,270,27,422,3,167,361,7,48,8343,Java,True,True,True,True,False,8474
1556,205,289,1522,3,165,1607,15,1040,2759,C++,True,True,True,False,True,8473
515,89,36,785,4,51,480,8,134,16639,C++,True,False,True,True,True,8471
5762,431,394,15813,30,935,14193,24,3003,76460,Java,True,True,True,True,True,8470
1117,127,333,15022,564,824,8465,273,5412,887277,TypeScript,True,False,True,False,False,8470
1209,271,33,233,4,105,147,5,48,2677,JavaScript,True,True,True,True,True,8469
70,21,105,1130,32,0,11,0,11,1073,PHP,False,False,False,False,False,8465
1906,239,79,400,17,0,640,0,392,445,Shell,True,False,True,True,False,8464
687,197,266,30248,324,1685,13406,173,8732,232909,C#,True,False,True,False,False,8463
374,42,225,3354,73,287,1234,22,457,13439,JavaScript,True,True,True,True,False,8461
2020,147,93,777,1,11,504,2,359,11314,Jupyter Notebook,True,True,True,True,False,8460
3436,374,355,8294,39,32,8542,21,6988,111075,Java,True,False,True,True,True,8459
631,140,120,1317,7,331,1128,58,399,7884,JavaScript,True,True,True,False,True,8459
419,106,93,1625,11,25,939,4,445,24030,TypeScript,True,False,True,False,True,8459
464,106,61,1082,3,349,936,20,552,40358,C#,True,True,True,True,False,8455
3909,173,449,3530,94,224,10578,30,2907,57455,Dart,True,True,True,False,False,8453
724,156,82,481,15,313,1067,13,481,34091,Java,True,False,True,True,False,8453
1125,289,45,248,1,12,274,2,141,432,SCSS,True,True,True,False,True,8452
471,126,61,3753,18,587,3065,2,383,65307,C#,True,False,True,True,False,8449
2813,430,46,320,43,43,1702,8,1587,216974,Shell,True,False,True,False,False,8449
565,233,46,7647,27,1032,1525,3,123,97832,C++,True,True,True,True,False,8447
4690,478,359,37309,55,212,28602,86,19756,1259014,Go,True,False,True,False,False,8446
264,80,2,62,2,47,72,5,10,168,Python,True,True,True,True,False,8445
783,83,41,405,15,106,264,8,104,10176,Python,True,True,True,False,False,8444
1618,413,15,1059,2,231,364,19,53,1451,Go,True,True,True,True,False,8444
4190,407,1,62,12,21,539,12,58,249,Python,True,True,True,True,False,8442
776,89,53,396,57,74,475,3,249,85146,Python,True,True,True,True,False,8441
2178,285,16,385,10,315,522,24,74,63626,Python,True,True,True,True,False,8439
1579,108,409,15679,6,551,9330,79,2666,122529,C,True,False,True,False,False,8438
818,83,22,511,7,48,260,0,77,3654,TypeScript,True,True,True,True,True,8437
2922,480,71,2426,4,65,528,0,417,160576,C#,True,True,True,True,False,8436
1043,204,66,1591,34,122,1088,27,649,96514,Go,True,False,True,False,False,8434
471,107,49,10969,196,431,1585,17,424,55000,C++,True,True,True,False,False,8433
1006,134,75,746,3,354,439,63,167,36944,Python,True,True,True,False,True,8433
1390,212,6,323,11,3,17,0,16,5378,,True,True,True,True,False,8432
1160,164,48,634,2,97,333,3,114,242627,Python,True,True,True,True,False,8432
838,116,6,52,11,63,42,17,15,54022,TypeScript,True,True,True,True,False,8432
887,23,11,53,1,23,53,8,40,471,TypeScript,True,True,True,True,False,8431
655,96,13,59,1,106,30,2,15,9536,Jupyter Notebook,True,True,True,False,False,8427
1513,239,31,770,8,276,606,19,120,40819,Java,True,True,True,True,False,8426
1952,528,190,3680,23,580,1989,0,1258,402293,Shell,True,True,True,True,True,8421
938,195,222,2586,4,154,1343,16,894,8784,C#,True,False,True,False,False,8420
1927,350,216,10415,51,132,4557,2,3422,163478,C++,True,True,True,True,True,8418
1301,104,15,2286,11,77,378,9,206,27606,,True,True,True,True,False,8417
642,144,119,1069,11,40,539,6,315,16418,Rust,True,True,True,True,True,8417
1120,69,29,741,21,147,834,20,606,21084,Python,True,False,True,True,False,8417
703,178,31,331,13,54,168,11,78,396,CSS,True,True,True,True,False,8416
23352,50,3,54,1,0,91,0,42,96,Dockerfile,True,True,True,True,False,8415
2402,394,11,339,1,22,76,6,33,11154,PowerShell,True,True,True,True,False,8411
724,241,94,3647,3,120,10359,0,230,12203,,True,True,True,False,False,8402
984,201,145,2471,223,256,3112,29,2273,87796,Python,True,False,True,True,False,8396
1160,146,79,946,9,308,718,7,218,13678,TypeScript,True,True,True,False,True,8396
478,121,67,798,5,54,464,9,181,6236,C#,True,False,True,True,False,8395
5786,107,8,144,2,90,386,19,77,231,JavaScript,True,True,True,True,False,8394
1259,275,15,165,3,108,72,31,34,504,Objective-C,True,True,True,False,False,8394
377,49,41,2564,2,12,1028,0,582,102759,TypeScript,True,True,True,False,False,8394
3369,385,51,3423,21,567,2794,34,609,13901,C,True,True,True,True,False,8393
4423,637,6,89,3,82,46,25,20,769,Python,True,True,True,True,False,8392
489,174,116,1055,1,70,324,3,62,38983,Kotlin,True,False,True,True,False,8390
1263,148,106,1154,5,270,1409,22,147,52074,Python,True,True,True,False,True,8390
1797,96,52,1250,1,714,1389,0,460,10909,JavaScript,True,False,True,False,True,8389
2653,480,392,8235,794,632,13317,90,9903,272000,Rust,True,True,True,True,True,8388
2065,111,163,838,4,287,1871,38,487,2870,Java,True,False,True,False,False,8387
579,132,4,216,3,11,41,0,17,13031,C++,True,True,True,True,False,8387
747,79,10,53,1,44,35,19,28,256,Python,True,True,True,True,False,8386
1236,70,116,289,2,108,605,28,395,560,Go,True,True,True,True,False,8383
1327,456,34,926,3,20,431,3,177,2984994,Prolog,True,True,True,True,False,8383
719,95,78,2082,613,120,3050,38,2718,142758,Python,True,True,True,True,True,8382
2931,271,3,43,1,41,192,4,21,267,Batchfile,True,False,True,True,False,8380
1210,206,51,2753,120,5,2061,3,1967,3267188,Swift,True,True,True,False,False,8377
1297,280,54,980,9,29,601,11,173,3748,JavaScript,True,False,True,True,True,8376
1177,289,9,122,1,0,57,0,19,622,SCSS,True,True,True,True,False,8376
5265,277,148,10378,657,2441,9460,174,4320,268400,JavaScript,True,True,True,True,False,8376
5915,402,209,41876,6,810,19483,75,10740,866828,JavaScript,True,True,False,False,True,8375
1623,201,91,1473,10,58,2798,1,418,194651,C++,True,True,True,True,False,8371
2611,100,38,1148,3,90,214,15,107,662353,Jupyter Notebook,True,True,True,True,True,8371
5542,269,156,251,1,57,283,35,249,283,,True,False,True,False,False,8369
1009,75,178,744,40,66,1596,13,735,6622,Python,True,True,True,True,True,8365
719,69,59,787,10,74,422,14,151,11973,JavaScript,True,False,True,True,False,8364
648,94,25,763,11,109,242,11,139,4518,Python,True,True,True,True,False,8361
57,18,127,1172,33,0,9,0,9,1277,PHP,False,False,False,False,False,8360
756,197,109,914,1,225,1168,4,648,1394,JavaScript,True,True,True,True,False,8359
615,54,159,6542,1075,1055,6646,231,4334,100746,Python,True,True,True,True,True,8356
468,98,43,711,37,4,571,1,169,2549,TypeScript,True,True,True,True,True,8355
1706,214,1,14,1,134,158,0,3,85875,HTML,True,True,True,True,True,8355
606,75,96,1646,26,83,1175,17,667,36654,Go,True,False,True,False,False,8354
871,180,11,329,2,82,150,7,49,1636,Java,True,True,True,True,False,8350
678,103,66,1879,8,22,1153,3,242,33787,Go,True,True,True,True,False,8350
243,79,70,1947,29,78,2904,10,2188,20574,Go,True,False,True,False,False,8349
2416,237,13,182,2,466,433,57,54,10630,JavaScript,True,True,True,True,False,8349
1398,217,186,1620,19,50,1763,2,642,5833,TypeScript,True,True,True,True,False,8347
553,396,191,778,1,1,486,0,438,904,,True,False,True,False,False,8345
970,98,9,68,3,80,169,2,20,3593,Shell,True,False,True,False,False,8345
1019,176,2,153,1,121,134,3,8,50062,Python,True,False,True,True,False,8344
1290,387,123,1367,9,335,1075,9,529,1495,Shell,True,False,True,False,False,8339
3423,551,3,8,1,1,21,0,21,169,C,False,True,True,True,False,8333
1359,143,266,4741,27,522,6563,49,3283,51953,Go,True,True,True,True,False,8333
1812,289,2,35,1,357,236,1,7,458048,,True,True,True,True,True,8332
998,379,40,633,4,6,65,3,65,3151,Perl,False,True,True,True,False,8332
736,125,147,2407,12,917,3676,42,2184,64335,Go,True,True,True,False,False,8331
1086,229,65,1181,2,79,606,8,257,16262,Objective-C,True,True,True,True,False,8330
1650,88,114,2900,25,218,3489,4,1645,359059,Python,True,True,True,True,False,8330
